name,address1,address2,address3,city,pincode,tel1,tel2,mobile
Selecto Medico,"#46, Near Navrang Cinema,","J.P. Road, Andheri West,",Azad Nagar,Mumbai,400053,26628862,,
Selecto Medico,"#46,","J.P. Road, Near Navrang Cinema,",Andheri West,Mumbai,400058,26288662,,
Sethi Medical,"#150, Rizvi Mahal, Shop #2,","Waterfield Road,",Bandra West,Mumbai,400050,26435568,,
Seva Chemist & Druggist,"Kapurwadi Naka, Ghodbunder Road,",Thane H.O.,,Mumbai,400601,25341182,,
Seven Eleven Khazana,"#1891-M, Ebrahim Rahmahulla Road,","Null Bazar Masjid, Near Moman Co-operative Bank,",Mandvi,Mumbai,400003,32636389,,
Seven Niketan Dispensary,"J.J. Road, Byculla,",Mumbai Central,,Mumbai,400008,23092934,,
Shabana Medical and General Storesf,"New #286, Kherwadi Road,","Near BPCL Petrol Pump,",Bandra East,Mumbai,400051,26477934,,
Shah Brothers,"S.S. Amrutwar Marg, Worli,","Opposite B.D.D. Chawl No. 102,",Delisle Road,Mumbai,400013,24919814,,
Shah Brothers,"Doshi Wadi, Shop #16-B,","L.B.S. Road, Opposite Sarvodaya Hospital,",Ghatkopar West,Mumbai,400086,25131720,25117578,
Shah Chemist,"Anand Ashra, Shop #10,","R.G. Thandani Road,",Worli,Mumbai,400018,24911619,,
Shah Jayantilal Gosar & Co.,"Gosar Niwas,","Juhu Church,",Juhu,Mumbai,400049,26703760,26205838,9820542695
Shah Medical & General Stores,"Bandukwala Building,","Shop #109, R.B. Marg,",Chinch Bunder,Mumbai,400009,23733939,23737474,
Shah Medical Stores,"New #99, Acharya Donde Road,","Near Vithal Mandir,",Parel,Mumbai,400012,24132547,,
Shah's Medical & General Store,"Ready Money Building,","Shop #9-A, Sankli Street, Byculla,",Mumbai Central,Mumbai,400008,23075756,,
Shakti Medical & General Stores,"Ram Niwas, Shop #8,","Saibaba Temple, Mahakali Road, Andheri (E),",Chakala,Mumbai,400093,28260613,,
Shakti Medical Store,"New #3, Kanhaiya Complex,","Road No. 18, Near Blue Dart Express,",Chembur,Mumbai,400071,25286313,,
Shakti Medical Stores,"Mazgaon Apartment, Shop #9,","Dr. Mascarenhas Road, Narialwadi,",Mazgaon,Mumbai,400010,23781378,,
Shakti Medical Stores,"J. Shankarsheth Marg,",Grant Road,,Mumbai,400007,23863550,,
Shakti Medicos,"New #2, Somwar Bazar, Harun Khan Road,","Near Qureshi Shopping Centre,",Malad West,Mumbai,400064,28804601,,
Shakti Sales Corporation & Medical Stores,"Kanhaiya Complex, Shop #3,","Opposite Ambedkar Garden,",Chembur,Mumbai,400071,25283193,25286313,
Shaligram Medical and General Stores,"New #8, Arunodaya, J.M. Road,","Near Jaichand Memorial Hall,",Bhandup West,Mumbai,400078,25949713,,
Shanbhag Medical & General Store,"Sukhada CHS, Shop #3,","Pandurang Wadi Lane 4,",Goregaon East,Mumbai,400063,30934740,,9820553949
Shanti Chemists,"New #201, Kherwadi Road,","Near BPCL Petrol Pump,",Bandra East,Mumbai,400051,26477955,,
Shanti Medical & General Stores,"Laxmi Chawl, Shop #A/10,","T.J. Road,",Sewri,Mumbai,400015,24131897,,
Shanti Medical & General Stores,"#B-11-12, Shop #6, Phase 3,","Shanti Park, Shristi Road, Opposite Sector-7,",Mira Road,Mumbai,401107,28123241,,
Shantilal Brothers,"#14, Earth House, Shop #9,","Babu Genu Road, S. Gandhi Marg, Babu Genu Road, Near Princess Street,",Kalbadevi,Mumbai,400002,22013285,22081516,
Sharda Medical & General Stores,"#B-159, Vashi Plaza,","Sector-17, Vashi, Navi,",Vashi,Mumbai,400703,27895200,,
Sharda Medical and General Stores,"New #1, Singh Nagar, Khopat Road,","Near National Insurance,",Thane H.O.,Mumbai,400601,25348976,,
Shashi Medical,"#515, Gautam Nagar,","Central Road, MIDC, Opposite Melkay House,",Andheri East,Mumbai,400069,28310852,28396231,
Shastri Chemist & Provision,"Vireshwar Prakash Building, Opposite B.M.C. Ofice,","Nehru Road, Vile Parle (East),",Vile Parle East,Mumbai,400057,26195527,,
Shastri Medical Stores,"Kol Dongri Road,","Near Kohinoor Hotel,",J.B. Nagar,Mumbai,400059,26833958,,
Shastri Medico,"#1-A, Nand Prem,","Nehru Road,  ",Vile Parle East,Mumbai,400057,26176530,,
Sheetal Ayurvedic Store,"Shop #7, Asha Kunj, N.G. Acharya Marg,","Chembur (East), Opposite Orchid Hotel,",Chembur,Mumbai,400071,25213782,,
Sheetal Chemist,"L.B.S. Marg,","Near Sheetal Cinema, ",Mumbai Central,Mumbai,400008,25039485,,
Sheetal madical,"#10/O/7,","Shivaji Nagar,",Govandi,Mumbai,400046,25510100,,
Sheetal Medical & General Store,"#82-5, Chembur Station Road,","Near Sreshikant Hospital,",Chembur,Mumbai,400071,25214461,32009765,
Sheetal Medical & General Stores,"#124/26, Umerkhadi Road,","Opposite J.J. Hospital Gate No. 5,",Chinch Bunder,Mumbai,400009,23720591,23501257,
Sheetal Medical General Stores,"New #5/6, Akbar House,","N. Furdunji Road, Behind Taj Mahal Hotel,",Council Hall,Mumbai,400039,22028907,55730411,
Sher-E-Punjab Chemist,"#291, Sher-E-Punjab Society, Shop #1,","Jyoti Avenue, Near Tolani College,",Chakala,Mumbai,400093,28213244,28264710,
Sheth Chemists,"#7, Court Chambers,","S.V. Road,",Borivali West,Mumbai,400092,28059584,,
Sheth Medical & General Stores,"Ashwin Apartments,","Shop #4, Marve Road,",Malad West,Mumbai,400064,28896138,,
Shifa,"Shop #9, Dr. B.A. Road,","Near Premier Cinema,",Jogeshwari West,Mumbai,400102,24179745,24179810,
Shifa Medical & General Store,"Shop #4, Nazir Momin Nagar,","Near Railway Station,",Jogeshwari West,Mumbai,400102,26795005,,
Shifa Medical & General Stores,"Shop #3,","Near Holy Spirit Hospital,",Andheri East,Mumbai,400093,28253510,,
Shifa Medical and General Stores,"Shifa Medical and General Stores, Yari Road,","Near Vimala Hospital,",Versova,Mumbai,400061,26363275,,
Shifa Medical and General Stores,"New #15-A, Hill Road,","Opposite Bandra Police Station,",Bandra West,Mumbai,400050,26409770,26559565,
Shifakhana-Al-Mansoor,"#3-C-1,","Govandi West,",Shivaji Nagar,Mumbai,400043,25571941,,9323688895
Shiraz Chemists,"New #8, Andheri Surya Co Operative Housing Society,","V.P. Road, Opposite Nadco Shopping Centre,",Andheri West,Mumbai,400058,26207722,26703096,
Shirvane Medical And General Stores,"#F-1, Shop #8,","Sector - 9,",Nerul,Mumbai,400706,27710710,27712991,
Shiv Chemists,"#8, Shiv Mahal, Shop #206,","Sion Main Road,",Sion,Mumbai,400022,24024689,,
Shiv Prasad Medical & General Stores,"K.L. Colony Gandhi Nagar, Kopari Colony, Thane (East),","Near Thane Station,",Kopri Colony,Mumbai,400603,29559756,,9322652741
Shiv Shakti Medical and General Store,"Shop #FNG-4, Sangam Nagar,","Salt Pan Road, Antop Hill, Near SNDT College,",Wadala,Mumbai,400031,24184677,,
Shiv Shakti Medical and General Stores,"New #8, Kajal Apartment,","Station Road, Patel Nagar No. 1, Near Uttan Seashore,",Bhayander West,Mumbai,401101,28195892,,
Shivakripa Medical,"#6, Parel House No. 1,","Opposite K.E.M. Hospital,",Parel,Mumbai,400012,24132316,,9892883151
Shivam Medical & General Store,"Ashoka Tower, A Wing, Shop #8,","Kulupwadi Road,  Opposite Raheja Estate,",Borivali East,Mumbai,400066,28867854,,
Shivam Medical and General Stores,"New #255D, Dharavi Main Road,","Near Dharavi Restaurant,",Dharavi,Mumbai,400017,24083814,,
Shivam Medical Stores,"New #11, LIC Colony,","Near Silver Coin Restaurant,",Mandapeshwar,Mumbai,400103,28943070,,
Shivtirth Medical and General Stores,"New #9/10, Flower Queen,","Veera Desai Road, Near St. Catherine's School,",Andheri West,Mumbai,400058,26772810,,
Shraddha,"#14, Ranaveer Mansion,","Dava Bazar, Pricess Street,",Kalbadevi,Mumbai,400002,22088768,,
Shraddha Medical Stores,"#16/B,",Chakala,,Mumbai,400093,28231728,,9967094710
Shraddha Medico,"#298, Nana Chowk, Tardeo,","Near Shiv Temple,",Grant Road,Mumbai,400007,23814175,,
Shraddha Pharma & Surgicals,"#103, 1st Floor,","Shamaldas Gandhi Marg, Princess Street,",Kalbadevi,Mumbai,400002,22018772,22073971,9820057906
Shradha,"Neptune Building, Shop #1,","Mith Chowki, Next To Oriental Bank,",Malad West,Mumbai,400064,56759160,,9821248289
Shradha Medical Stores,"New #5, Shraddha Apartment,","Link Road, Jairaj Nagar, Near St. Bosco Church,",Borivali H.O.,Mumbai,400091,28330467,,
Shree Ambe Stores,"Bonny Plaza,","Shop #7, S.V. Road,",Andheri West,Mumbai,400058,26245511,,
Shree Avinash Medical Store,"Avinash Building,","P.J. Road, Near Muncipal Hospital,",Dahisar,Mumbai,400068,28954082,,
Shree Ayurvedic Bhandar,"Shiv-Plaza Shopping Center,","Station Road, Behind Gala Provision Stores,",Kandivali West,Mumbai,400067,28625007,,
Shree Ayyappa Medical And General Stores,"Joshi Building, Shop #5,","Sector - 11, Opposite M.G Complex,",Vashi,Mumbai,400703,27800319,,
Shree balaji Medical & General Stores,"#C-4,","Akurli Road,",Kandivali East,Mumbai,400101,69919430,,
Shree Bhagwati Medical General Stores,"Veena Apartment, S.V. Road,","Near Chamunda Hospital,",Mandapeshwar,Mumbai,400103,28933844,,
Shree Chamunda General Stores,"New #384, J.S.S. Road,","Near China Bazaar,",Kalbadevi,Mumbai,400002,22096997,,
Shree Chemist,"#302, Nirmala Apartment,","Shop #4, Sector-21, Nerul Navi,",Nerul,Mumbai,400706,32006915,65194075,
Shree Chemists,"#38/16, Siddharth Nagar, ","S.V. Road, Near Cinemax Theatre,",Goregaon West,Mumbai,400062,28739069,,
Shree Chintamani Medical & General Stores,"Modi Apartment, Shop #9,","L.T. Road, Opposite Railway Station,",Dahisar,Mumbai,400068,28951068,,
Shree Datt Medical Stores,"New #451, Light House, Shivaji Nagar,","Near Raj Laxmi Hall,",Wagle,Mumbai,400604,25829128,,
Shree Dattatray Medical Street,"New #223/E,","Dr. Babasaheb Jaikar Marg, Near Kalbadevi Temple,",Kalbadevi,Mumbai,400002,22090593,,
Shree Dilasa Medical And General Store,"#203/205, Ganesh Co-operative Housing Society,","Shop #11, Currey Road, N.M. Joshi Marg,",Delisle Road,Mumbai,400013,23090463,,
Shree Gajanan Aushadhi Bhandar,"Jay Vaibhav Co-op Hsg Soc Ltd,","Shop #4, Jambli Gali,",Borivali West,Mumbai,400092,28332625,,
Shree Ganesh Ayurvedic Medicine,"#230,","Kalbadevi Road,",Kalbadevi,Mumbai,400002,22404526,,
Shree Ganesh Medical & General Store,"Ganga Jangid Complex, Shop #5,","Co-operative Housing Society Limited,",Mira Road,Mumbai,401107,28120890,,9819640193
Shree Ganesh Medical & General StoreS,"B Wing, Shop #9,","National Avenue, Akruli Road,",Kandivali East,Mumbai,400101,30960857,28460848,
Shree Ganesh Medical & General StoreS,"#C-26, Shop #2,","Sector-2, Shanti Nagar,",Mira Road,Mumbai,401107,28120117,28554458,
Shree Ganesh Medical Stores,"I.I.T. Powai,",Near Apna Dukan,,Mumbai,400076,25780218,,
Shree Homoeopathic Pharmacy,"Opposite Karnatak Sangh Hall,",Matunga,,Mumbai,400019,24383092,24309035,
Shree Jagdish Medical,"Kuchi House,","G.I.P. Bhandarkar Road, Matunga (C. Railway),",Matunga,Mumbai,400019,24142466,,
Shree Kalika Pharma,"Shop #2, Marol Maroshi Road,","Beside Marol Bus Depot,",Andheri East,Mumbai,400069,28270657,56947851,
Shree Kandivali Hitvardhak,"Mandal Society, S.V. Road,","Modi Road Junction, Near Amar Hospital,",Kandivali West,Mumbai,400067,28072898,28089675,
Shree Krishna Medical & Gen Stores,"Rajashree Shopping Centre,","Shop #10, Opposite Railway Station,",Mira Road,Mumbai,401107,32453714,,
Shree Krishna Medical & General Stores,"Opposite Hotel Manali,",Malad East,,Mumbai,400097,28441221,28836230,
Shree Krishna Medical & General Stores,"Amar Kunj, Amar Mahal, Shop #8,","Pestom Sagar, Road No. 2, Chembur,",Tilak Nagar,Mumbai,400089,25230581,25229180,9821080320
Shree Krishna Medical and General Store,"New #B/13-14, Mehta Patel Shopping Centre,","Modi Patel Road, Near Uttan Seashore,",Bhayander West,Mumbai,401101,28193653,,
Shree Mahadev Medico,"#2/56, Near Pushpa Park,","Vivekanand Nagar, S.V. Road,",Borivali West,Mumbai,400092,28982547,28999755,
Shree Mahavir Medicals,"New #3, Parimal, New #3, Parimal","Swami Nityanand Road, Near Sanjeevini Hospital,",Andheri East,Mumbai,400069,26841944,26848988,
Shree Medical & General Stores,"#46/6, Govandi,","Near Municipal Hospital,",Shivaji Nagar,Mumbai,400043,69933320,,
Shree Medical And General Stores,"Sector - 1,","Thane - Belapur Road, Shiravane,",Nerul,Mumbai,400706,27708636,,
Shree Medical Stores,"New #3, Kunjvan, Shop #27,","Old Nagardas Road, Near Chinai College,",Andheri East,Mumbai,400069,26831488,,
Shree Medicals,"Srikrishna Apartments,","Navghar Road, Near Campus Hotel,",Mulund East,Mumbai,400081,25632170,,
Shree Medicine Point,"Sector-7, Shanti Nagar,","Near Water Tank Sector,",Mira Road,Mumbai,401107,28550568,,
Shree Medico,"Nawalkar Building, Shop #268,","N.C. Kelkar Marg,",Bhavani Shankar Road,Mumbai,400028,24304552,24468917,
Shree Nakoda Chemist,"Kailash Apartments,","Shop #2, Rani Sati Marg,",Malad East,Mumbai,400097,28774987,,
Shree Paras Medical & General Stores,"Princess Building,","Gate No. 9, Babulla Tank Road, Opp. J.J. Hospital,",Mandvi,Mumbai,400003,23731373,,
Shree Prabhat Medical and General Stores,"New #16, Kaustubh Nagar,","Evershine Nagar, Opposite SBI,",Malad West,Mumbai,400064,28815066,28882521,
Shree Rajendra Chemist,"#6, Arihant Appartments,","8th, Khetwadi Back Road,",Girgaon,Mumbai,400004,56038299,,9324367905
Shree Rajeshwar,"Shop #MG-1-8/17,","C.S.T. Road, Pipeline, Near Thakkar Bappa Colony,",Mumbra,Mumbai,400612,25290555,25297910,9323505833
Shree Rajeshwar Medical and General Store,"Navghar Road,","Near Keshav Park,",Bhayander East,Mumbai,401105,38621904,,
Shree Ram Ayurved Pharmacy,"Vasant Smruti, Thakur Complex, ","Shop #20, 21, 90 Feet Road,",Kandivali East,Mumbai,400101,28540593,,9892841651
Shree Ram Medical Stores,"New #3/112, Shanti Sadan,","Near Municipal Hospital,",Sion,Mumbai,400022,24072718,,
Shree Ram Pharma,"Vasant Smruti, Thakur Complex, ","Shop #20, 21, 90 Feet Road,",Kandivali East,Mumbai,400101,28546521,28549405,
Shree Ramdeo Medical And General Store,"#A-189, Shop #22,","Anand Estate, S.G. Marg, Arthur Road,",Jacob Circle,Mumbai,400011,23063003,,
Shree Ramdev Medical Stores,"Shop #1,",Bhandup West,,Mumbai,400078,25945242,,
Shree Rani Sati Ayurved Medical General,"#53, Devra Compound, Rani Sati Marg,","Near Railway Crossing,",Malad East,Mumbai,400097,28774596,,
Shree Sai Baba Chemist,"Nagwekar Apartments, Shop #2,","Akruli Road, Opposite National Leather Company,",Kandivali East,Mumbai,400101,28874483,,
Shree Sai Chemists,"Laxmi Niwas, Vartak Nagar Naka,","Near Vartak Nagar Post Office,",J.K. Gram,Mumbai,400606,25808125,,
Shree Sai Medical And General Stores,"Ambika Plaza, Shop #1,","90 Feet Road,",Mulund East,Mumbai,400081,25633509,32612678,
Shree Saikrupa Medico,"#4, Takshila Building, Shop #9,","Mahakali Caves Road,",Chakala,Mumbai,400093,28360315,28260216,
Shree Samarth,"#23/L/5,","Govandi,",Shivaji Nagar,Mumbai,400043,55747402,,9821751318
Shree Satguru Kripa Stores,"#7, Shakti Niwas,","Main Kasturba Road,",Borivali East,Mumbai,400066,28659299,,
Shree Satnam Medical Stores,"Amar Nagar, W.T. Patil Marg,","Opposite Pepsi Company,",Chembur,Mumbai,400071,32569041,,
Shree Siddhi Vinayak Chemists,"New #38A, Naga Usayajiwadi,","New Prabhadevi Road, Opposite Samna Press,",Prabhadevi,Mumbai,400025,24319361,,
Shree Siddhivinayak,"#2/11, Poonawala Building,","G.K. Marg, Lower Parel, Opposite A to Z Industrial Estate,",Delisle Road,Mumbai,400013,24900905,,
Shree Siddhivinayak,"Crystal City Building, Shop #4,","Plot No. 35, Sector - 18, Navi, Opposite Bhaji Market,",Kopar Khairane,Mumbai,400709,27541255,69599853,9867243089
Shree Siddhivinayak Medical,"Eqbal Building, Shop #8,","Gokhale Road,",Bhavani Shankar Road,Mumbai,400028,30421621,55890293,9323281444
Shree Siddi Ganesh Medical and General Stores,"New #7, Ruby Monarch Arcade,","Saki Vihar Road, Near Mandvi Co -Operative Bank,",Saki Naka,Mumbai,400072,28574625,28575931,
Shree Siddivinayak Medical,"#170, Shop #6,","Sion Koliwada, G.T.B. Nagar,",Sion,Mumbai,400022,24076878,,
Shree Sidhnath Medical Stores,"Samata Jamal Chawl,","G.D. Ambekar Marg,",Parel,Mumbai,400012,24135355,,
Shree Stores,"Joshi Compound,","Bandu Gore Marg, Street Road, Near Filmistan,",Goregaon West,Mumbai,400062,28720680,,
Shree Swami Krupa,"#69, Vishnu Prasad Building,","Plot No. 1, Ranade Road, Dadar (W),",Bhavani Shankar Road,Mumbai,400028,32949302,,
Shree Swami Krupa Medical & General Store,"#69, Vishnuprasad Building,","Shop #1, Ranade Road,",Bhavani Shankar Road,Mumbai,400028,30949302,32949302,
Shree Swami Samarta Medical & General Stores,"#1, Shop #3,","Kondaji Chawl, Jerbai Wadia Road,",Parel,Mumbai,400012,24127138,,
Shree Swami Samarth,"#5-B, Saraswati Mahal, Shop #1,","Ranade Road, Near Gokhale Ranade Junction Road,",Bhavani Shankar Road,Mumbai,400028,24313289,56625006,
Shree Swami Samarth Medical,"Parel House,","Borges Marg,",Parel,Mumbai,400012,24112122,24101199,
Shree Swami Samarth Medicals,"Dyan Home Building,","Near Check Naka,",Wagle,Mumbai,400604,25826287,,
Shree Swami Samartha Medical & General Stores,"Parel House, Shop #1/2,","Dr. E. Borges Marg, Parel, Opposite K.E.M. Hospital,",Parel,Mumbai,400012,24101199,24179282,
Shree Venkateshwar Prasad,"Laxmi Sadan, Shop #35,","Dadar Colony, Veer Savarkar Marg, Near D.A.V. Colony,",Bhandup East,Mumbai,400042,25665413,,
Shreedhar Medical Stores,"New #1, Siddhi Vinayak Apartment,","Near D.Y. Patil College,",Kopar Khairane,Mumbai,400709,27541660,,
ShreeHari Medical & General Stores,"#6/11, Manaji Rajuji Building,","S.J. Marg, Lower Parel,",Delisle Road,Mumbai,400013,24909704,24922412,9869105313
Shreeji Medical,"Limani Bhavan, Shop #2/3,","L.B.S. Marg,",Ghatkopar West,Mumbai,400086,56286527,,
Shreeji Medical & General Stores,"Neelyog Square, Patel Chowk, Shop #19,","R.B. Mehta Marg,",Ghatkopar East,Mumbai,400077,25023004,,9869510112
Shreeji Medical & General Stores,"#12, Chitrakut Building, Shop #2,","Sadar Nagar, Mukundrao Ambedkar Road, Sion  Koliwada,",Antop Hill,Mumbai,400037,24091970,,
Shreeji Medical & General Stores,"S.V. Road, ","Near Near New Era Talkies,",Malad West,Mumbai,400064,28445702,,9820827439
Shreeji Medico Chemist,"Rakhangi Mahal,","Shop #2,  ",Parel,Mumbai,400012,24139709,,
Shreeji Nidhi Medical and General Stores,"Raj Tower, Shop #10, Ground Floor,","Akurli Road, Opposite Bharat Overseas Bank,",Kandivali West,Mumbai,400067,28873491,28885810,
Shreeyash Medical & General Store,"Gorai Shree Dattaguru Co-operative Housing  Society,","Plot No.15, Gorai - II,",Borivali West,Mumbai,400092,28694371,,
Shri Datta Pharmacy,"Shop #4, Phase-2,","Plot No.4, L Market, Sector-8, Near M.G.M. High School,",Nerul,Mumbai,400706,69500804,,9322299605
Shri Dwarkesh Medical General Store,"New #2, Giridwara Building, Mathurdas Road,","Near Punjab National Bank,",Kandivali West,Mumbai,400067,28610167,28612042,
Shri Gajanan Medical & General Stores,"Trishul Building No. 2, Shop #3,","S.J. Marg, Lower Parel,",Delisle Road,Mumbai,400013,24909233,39531283,
Shri Krishna Ayurved Bhandhar,"Hermes Center, Shop #15, ","Sector-17, Vashi, Navi,",Navi Mumbai,Mumbai,400705,27892056,,
Shri Krishna Medical,"Beth Shallom,","Shop #1, Civil Hospital Road,",Thane H.O.,Mumbai,400601,25479078,,
Shri Mallikarjun,"Shop #4,",Ghatkopar West,,Mumbai,400086,25166821,25102236,9820579044
Shri Nakoda Medical,"Rajawadi Road,","Opposite Rajawadi Hospital,",Rajawadi,Mumbai,400077,25166646,,
Shri Sai Chemist,"Rajawadi Garden CGHS Limited,","Shop #2, 6th & 7th Cross Road,",Ghatkopar East,Mumbai,400077,25138426,,9833594379
Shri Sai Medical & General Stores,"#1664, Guruprasad Housing Society,","Shop #94, Samta Nagar,",Kandivali East,Mumbai,400101,28867245,,9833248679
Shri Sai Medical & General Stores,"New Amrut Nagar,","Opposite Highway Society,",Bandra East,Mumbai,400051,26470844,,
Shri Sai Vinayak,"Mankhurd Station Road,","Opposite Weapon Equipment Depot,",Deonar,Mumbai,400088,25565989,,9820279213
Shri Samart Medical And General Stores,"#1, Bhagt Kunwar Dam Road, Kopari,","Near Gurunanak Darbar,",J.K. Gram,Mumbai,400606,25326631,,
Shri Samarth,"Shop #2,","Opposite Holispirit Hospital,",Chakala,Mumbai,400093,64189720,28253800,
Shri Sarswati Medical & General Stores,"Gajanan Shopping Centre, Shop #2,","R.B. Kadam Marg, Bhatwadi,",Barve Nagar,Mumbai,400084,25127082,,
Shri Siddhivinayak Chemist,"Navghar Road,","Near Sri Ram Jewellers,",Bhayander East,Mumbai,401105,28046436,,
Shri Siddhivinayak Medical And General Stores,"#27E, Mahila Samaj Vikas Kendra,","Shop #2, Chembur Colony,",R.C.F. Chembur,Mumbai,400074,25545583,,9892574632
Shri Swami Samarth Medical And General Stores,"Shop #1, Building No.T-7,","Pratiksha Nagar, Sion Koliwada,",Sion,Mumbai,400022,24048515,,
Shriji Krupa Medical and General Stores,"New #6, Sukan Apartments,","M.G. Road, Near Dena Bank,",Kandivali West,Mumbai,400067,28017266,28611143,
ShriKrishan Medical & General Stores,"#446, LotwalaBuilding,","Patthe bapurao Marg, Sindhi Lane Corner,",Khetwadi,Mumbai,400004,23819103,,
Shrinath Medical and General Stores,"Shiv Mandir Complex, Shop #11,","Sector 13, Palam Beach Road, Near Uran Port,",Navi Mumbai,Mumbai,400705,27868672,,
Shrivashi Pharmacy,"Hindavi Bhavan, Shop #3,","Sector No. 1, Opposite Green City,",Vashi,Mumbai,400703,27824422,,
Shrushti Chemist,"New #2, NULL,","Opposite Police Station,",Bhayander West,Mumbai,401101,28047172,,
Shubh Medicals,"New #2, Padamshree Building,","M.G. Road, Near Ambaji Dham Temple,",Mulund West,Mumbai,400080,25674427,,
Shubham Medical,"Karvir Nagar Co-Operative Housing Society,","Shop #7, Rawal Pada, Dahisar (East),",Dahisar,Mumbai,400068,28964024,,
Shubham Medical & General Store,"#L-1-2-3, Poonam Vihar,","Shop #8, Near Ayappa Temple,",Mira Road,Mumbai,401107,32479784,,
Shubham Medical and General Store,"Veena Apartment,  ","Near Chamunda Hospital,",Mandapeshwar,Mumbai,400103,28932352,,
Shukla Medical Store,"Govind Building, S.V. Road,","Near Nandanvan,",Dahisar,Mumbai,400068,28906400,,
Shushrusha Medical,"Hendre Castle, Shop #784/785,","Gokhale Road ( North),",Bhavani Shankar Road,Mumbai,400028,24443492,,9819852281
Shyam Medical and General Store,"New #2, Dr. Ambedkar Nagar, Mankhurd,","Near Mankhurd Railway Station,",Shivaji Nagar,Mumbai,400043,25514852,,
Shyam Medical Stores,"Vashista Krupa Co-operative Housing Society Limited,","Akurli Road,",Kandivali East,Mumbai,400101,28874094,,
Siddhakala Medical & General Stores,"#152-A, Siddhivinayak Apartment Co-operative Housing Society Limited,","Shop #2, S.K. Bole Road, Agar Bazar,",Bhavani Shankar Road,Mumbai,400028,24383297,24338250,
Siddheesh Pharmaceuticals,"Ram Niwas, Shop #4,","Irani Wadi Road,",Kandivali West,Mumbai,400067,28645629,,
Siddhi Pharamacy,"Nerul Commercial Complex, Shop #10,","Plot No. 21, Sector - 21,",Nerul,Mumbai,400706,27725422,27729622,
Siddhi Shrungi Chemists & General Store,"Sita Sadan,","Santacruz Road,",Santa Cruz West,Mumbai,400054,26682734,,
Siddhi Vinayak,"Kamal Kunj, Shop #1,","S.V. Road,",Goregaon West,Mumbai,400062,28757279,,
Siddhi Vinayak Medical & General Stores,"Vithal Kutir, Ground Floor,","Near Sai Baba Mandir,",Vile Parle East,Mumbai,400057,26139574,,
Siddhi Vinayak Medical & General Stores,"Mulund Siddhi Co-Operative Housing Society,","Shop #4, Mhada, Near Mhada Colony,",Mulund East,Mumbai,400081,25639955,,
Siddhi Vinayak Medical Store,Bhandup West,,,Mumbai,400078,25941132,,
Siddhicula Medical And General Stores,"Shri Siddhi Vinayak Apartment, Shop #4,","Agar Bazar, Dadar,",Bhavani Shankar Road,Mumbai,400028,24338250,,
Siddhivinayak Medical & General Store,"#24, 418, Vikhroli,",Tagore Nagar,,Mumbai,400083,25749462,,
Siddhivinayak Medical & General Stores,"Veer Jijamata Nagar,","Dr. E. Mojes Road, Worli,",Worli,Mumbai,400018,24941364,,9820676952
Siddhivinayak Medical and General Stores,"Om Surya Co-operative Society,","Shop #5, Sector 15, Navi Mumbai,",Nerul,Mumbai,400706,27713046,27718992,
Siddi Sai Medical & General Stores,"Sjit Shopping Centre,","Andheri Road,",Andheri West,Mumbai,400058,26704177,,
Siddivinayak Medical Store,"Mangal Bhavan, Ground Floor,","Khar Pali Hill Road, Near Khar Telephone Exchange,",Khar West,Mumbai,400052,65222798,,
Silver Chemist and General Store,"Silver Plaza Building,","Hospital Road, Near ESIS Hospital,",Wagle,Mumbai,400604,25415138,,
Silver Medical Centre,"Kala Kunj,","V Patel Road,",Khar,Mumbai,400052,26057607,,
Silver Medicos,"#1, Tilak Niwas,","Maharashtra Nagar, Quarry Road,",Bhandup West,Mumbai,400078,25949406,,
Simandhar Medical and General Stores,"New #14, Ajanta Apartment,","S.V. Road, Near Sumati Hospital,",Borivali West,Mumbai,400092,28999950,,
Simran Medical and General Stores,"#1 & 1B, Vighnahar Shopping Complex,","Shop #2, Phase 1, Sector 21, Near Railway Station,",Nerul,Mumbai,400706,27703688,32599777,
Sind Ayurvedic Pharmacy,"Gazdar Apartments,","Juhu Tara Road, Near Water Tank,",Juhu,Mumbai,400049,26185725,,
Sind Ayurvedic Pharmacy,"#C-23, Laxmi Industrial Estate,","New Link Road, Near Fun Republic,",Andheri West,Mumbai,400058,26338773,,
Sind Medical Stores,"Dr. C.G. Road, Gandhi Bazar Chembur Colony,","Opposite Chembur Colony Post Office,",R.C.F. Chembur,Mumbai,400074,25200178,,9867029160
Sion Medical & General Stores,"Harakh Niwas,","Sion Main Road,",Sion,Mumbai,400022,24079326,,
Sion Pharmacy and Stores,"#37, Kailash Cottage,","Vallabhdas Marg, Opposite Sadhana Vidyalaya School,",Sion,Mumbai,400022,24074541,,
Sir H.N. Hospital,"Dimple Apartment,","Jerbai Wadia Road,",Parel,Mumbai,400012,23809110,24140932,9870355999
Sitladevi Medical,"#113, Ruby House,","Lady Jamshedji Road, Opp. Sitladevi Temple,",Mahim,Mumbai,400016,24455979,,
Siwan Pharmacy,"#B-1, Shop #5, Phase 2,","Sector 20, Near Durga Mandir,",Nerul,Mumbai,400706,56129413,,9820747701
Skylark Medical Stores,"Pimenta House, M.G. Road,","Near Gobble Hospital,",Naupada,Mumbai,400602,25430751,,
Smithkline Beecham,"#401-402, Floral Deck Plaza, A Wing,","Central MIDC Road, Andheri East,",Chakala,Mumbai,400093,28227009,28239093,9820367528
